V1,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,V10,ppm.1,Intensity.1,Width.1,Area.1,Type.1,Flags.1,Impurity/Compound.1,Annotation.1,V19,ppm.2,Intensity.2,Width.2,Area.2,Type.2,Flags.2,Impurity/Compound.2,Annotation.2,V28,ppm.3,Intensity.3,Width.3,Area.3,Type.3,Flags.3,Impurity/Compound.3,Annotation.3,V37,ppm.4,Intensity.4,Width.4,Area.4,Type.4,Flags.4,Impurity/Compound.4,Annotation.4,V46,ppm.5,Intensity.5,Width.5,Area.5,Type.5,Flags.5,Impurity/Compound.5,Annotation.5,V55,ppm.6,Intensity.6,Width.6,Area.6,Type.6,Flags.6,Impurity/Compound.6,Annotation.6,V64,ppm.7,Intensity.7,Width.7,Area.7,Type.7,Flags.7,Impurity/Compound.7,Annotation.7,V73,ppm.8,Intensity.8,Width.8,Area.8,Type.8,Flags.8,Impurity/Compound.8,Annotation.8,V82,ppm.9,Intensity.9,Width.9,Area.9,Type.9,Flags.9,Impurity/Compound.9,Annotation.9,V91,ppm.10,Intensity.10,Width.10,Area.10,Type.10,Flags.10,Impurity/Compound.10,Annotation.10,V100,ppm.11,Intensity.11,Width.11,Area.11,Type.11,Flags.11,Impurity/Compound.11,Annotation.11,source,V109,ppm.12,Intensity.12,Width.12,Area.12,Type.12,Flags.12,Impurity/Compound.12,Annotation.12,v
20,3.65,0,3.67,0.58,Compound,None,NA,NA,47,2.66,0.2,1.81,5.49,Solvent,Weak + C13_Sat,NA,NA,74,1.65,0,8.43,2.36,Compound,None,NA,NA,101,0.87,0,8.04,5.79,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//33.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,3.64,0,2.62,0.33,Compound,None,NA,NA,48,2.66,0.1,1.71,2.2,Solvent,Weak + C13_Sat,NA,NA,75,1.62,0,13.76,1.66,Compound,None,NA,NA,102,0.86,0.1,3.18,3.15,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//33.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,3.57,0.1,1.45,1.23,Artifact,Weak,NA,NA,49,2.51,19.2,1.81,415.52,Solvent,None,NA,NA,76,1.56,0,2.23,0.2,Impurity,Weak,NA,NA,103,0.84,0.1,9.96,7.49,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//33.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,3.57,0,1.02,0.07,Artifact,Weak,NA,NA,50,2.5,50.8,2.04,1341.81,Solvent,None,NA,NA,77,1.54,0,4.04,1.43,Compound,None,NA,NA,104,0.81,0,2.29,0.37,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//33.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3.53,0,6,0.77,Artifact,Weak,NA,NA,51,2.5,77.7,2.17,2141.44,Solvent,None,NA,NA,78,1.52,0.1,7.69,9.31,Compound,None,NA,NA,105,0.81,0,10.21,2.74,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//33.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,3.52,0,3.6,1.57,Artifact,Weak,NA,NA,52,2.5,50.1,1.96,1193.45,Solvent,None,NA,NA,79,1.5,0.1,6.9,7.1,Compound,None,NA,NA,106,0.79,0,1.9,0.32,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//33.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,3.51,0.1,5.05,9.52,Artifact,Weak,NA,NA,53,2.49,18.6,1.52,305.96,Solvent,None,NA,NA,80,1.49,0,3.54,1.66,Compound,None,NA,NA,107,0.07,0,2.45,0.98,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//33.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,3.49,0.2,4.03,9.79,Artifact,Weak,NA,NA,54,2.41,0,0.77,0.07,Artifact,Weak,NA,NA,81,1.48,0,0.95,0.11,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//33.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14.76,0,0.77,0.06,Artifact,Weak,NA,NA,28,3.74,0,4.47,2,Compound,None,NA,NA,55,2.73,0.1,3.93,2.4,Compound,None,NA,NA,82,2.08,0,1.55,0.63,Compound,None,NA,NA,109,1.26,0.1,6.15,4.45,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,13.41,0,0.46,0.03,Artifact,Weak,NA,NA,29,3.72,0,3.58,1.65,Compound,None,NA,NA,56,2.71,0.1,4.19,3.2,Compound,None,NA,NA,83,2.06,0,27.16,10.39,Compound,None,NA,NA,110,1.25,0.4,5.57,32.83,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,10.2,0,2.17,0.15,Impurity,Weak,NA,NA,30,3.71,0,2.87,0.21,Compound,Weak,NA,NA,57,2.68,0.1,1.42,1.38,Solvent,Weak + C13_Sat,NA,NA,84,2.04,0,4.96,0.87,Compound,None,NA,NA,111,1.23,0.1,3.44,6.21,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,8.95,0,16.76,2.32,Compound,None,NA,NA,31,3.66,0,4.11,0.36,Impurity,Weak,NA,NA,58,2.67,0.3,1.98,6.75,Solvent,Weak + C13_Sat,NA,NA,85,1.91,0.1,1.43,1.52,Compound,None,NA,NA,112,1.18,0,2.01,0.4,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,8.13,0,2.12,0.14,Impurity,Weak,NA,NA,32,3.65,0,7.09,1.63,Artifact,Weak,NA,NA,59,2.67,0.4,2.11,11.69,Solvent,Weak + C13_Sat,NA,NA,86,1.87,0,37.5,9.18,Compound,None,NA,NA,113,1.15,0,3.57,2.1,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7.91,0,0.46,0.03,Artifact,Weak,NA,NA,33,3.63,0,6.02,0.35,Artifact,Weak,NA,NA,60,2.66,0.3,1.98,7.36,Solvent,Weak + C13_Sat,NA,NA,87,1.8,0,4.29,0.32,Artifact,Weak,NA,NA,114,1.11,0,1.71,0.29,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7.9,0,0.69,0.05,Artifact,Weak,NA,NA,34,3.57,0.1,1.46,1.25,Artifact,Weak,NA,NA,61,2.66,0.1,1.55,1.72,Solvent,Weak + C13_Sat,NA,NA,88,1.77,0,6.18,0.95,Compound,None,NA,NA,115,1.11,0.1,1.39,1.73,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7.63,0,33.92,9.53,Compound,None,NA,NA,35,3.57,0,1.25,0.17,Artifact,Weak,NA,NA,62,2.51,17.9,1.39,284.52,Solvent,None,NA,NA,89,1.74,0,4.2,0.31,Impurity,Weak,NA,NA,116,1.1,0,3.97,0.68,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7.25,0,2.62,0.24,Compound,None,NA,NA,36,3.52,0,2.86,1.03,Artifact,Weak,NA,NA,63,2.5,50.1,1.85,1184.77,Solvent,None,NA,NA,90,1.73,0,1.51,0.16,Impurity,Weak,NA,NA,117,1.09,0,2.12,0.22,Compound,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7.24,0,4.51,1.48,Compound,None,NA,NA,37,3.51,0.1,2.6,1.57,Artifact,Weak,NA,NA,64,2.5,79.5,2.09,2082.02,Solvent,None,NA,NA,91,1.64,0,3.82,0.74,Compound,None,NA,NA,118,1.08,0,1.31,0.11,Compound,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,7.22,0.4,2.84,15.52,Compound,None,NA,NA,38,3.5,0.1,4.57,5.56,Artifact,Weak,NA,NA,65,2.5,52.8,1.99,1291.06,Solvent,None,NA,NA,92,1.56,0,2.95,0.27,Compound,None,NA,NA,119,1.04,1.7,3.43,64.96,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,7.12,0,4.46,1.8,Compound,None,NA,NA,39,3.49,0.2,3.86,9.36,Artifact,Weak,NA,NA,66,2.49,19.1,1.61,305.21,Solvent,None,NA,NA,93,1.54,0,2.98,0.59,Compound,None,NA,NA,120,1.03,1.7,3.7,72.45,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,7.1,0.4,2.74,15.36,Compound,None,NA,NA,40,3.48,0.2,3.95,11.88,Artifact,Weak,NA,NA,67,2.45,0,1.79,0.13,Artifact,Weak,NA,NA,94,1.54,0,3.85,1.04,Compound,None,NA,NA,121,1.01,0.2,2.43,5.5,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,6.99,0,5.86,2.55,Compound,None,NA,NA,41,3.46,0.1,3.41,4.71,Artifact,Weak,NA,NA,68,2.34,0.1,1.44,1.4,Solvent,Weak + C13_Sat,NA,NA,95,1.52,0.1,5.6,6.49,Compound,None,NA,NA,122,1,0,1.68,0.6,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,6.97,0.4,2.76,14.77,Compound,None,NA,NA,42,3.44,0.3,4.37,12.93,Artifact,Weak,NA,NA,69,2.33,0.3,1.87,6.12,Solvent,Weak + C13_Sat,NA,NA,96,1.5,0.1,6.22,8.14,Compound,None,NA,NA,123,1,0.2,2.15,4.4,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,6.52,0.1,2.45,4.11,Compound,None,NA,NA,43,3.43,0,1.58,0.53,Artifact,Weak,NA,NA,70,2.33,0.4,2.11,11.63,Solvent,Weak + C13_Sat,NA,NA,97,1.49,0.1,3.7,2.5,Compound,None,NA,NA,124,0.99,0,1.03,0.07,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,5.27,0,2.21,0.29,Compound,None,NA,NA,44,3.42,0.2,4.03,11.15,Artifact,Weak,NA,NA,71,2.32,0.3,1.99,6.86,Solvent,Weak + C13_Sat,NA,NA,98,1.46,0,4.93,1.21,Compound,None,NA,NA,125,0.87,0.1,8.4,7.35,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,5.26,0,4.92,1.8,Compound,None,NA,NA,45,3.42,0.2,3.31,7.29,Artifact,Weak,NA,NA,72,2.32,0.1,1.56,1.81,Solvent,Weak + C13_Sat,NA,NA,99,1.43,0.2,4.18,8.62,Compound,None,NA,NA,126,0.86,0.1,2.07,2.16,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,5.22,0,2.03,0.21,Impurity,Weak,NA,NA,46,3.41,0.1,2.61,3.79,Artifact,Weak,NA,NA,73,2.3,0,4.11,1.16,Compound,None,NA,NA,100,1.42,0.1,3.91,3.48,Compound,None,NA,NA,127,0.85,0,2.17,0.59,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,5.1,0,32.73,4.61,Compound,None,NA,NA,47,3.4,0.1,2.88,4.91,Artifact,Weak,NA,NA,74,2.29,0.1,4.67,3.6,Compound,None,NA,NA,101,1.4,0,3.62,1.21,Compound,None,NA,NA,128,0.84,0,4.52,3.16,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,5.09,0,2.49,0.28,Compound,Weak,NA,NA,48,3.24,0,2.18,0.27,Artifact,Weak,NA,NA,75,2.27,0,21.04,1.83,Compound,None,NA,NA,102,1.38,0.2,3.97,11.88,Compound,None,NA,NA,129,0.82,0,30.74,11.75,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,4.78,0,0.77,0.05,Artifact,Weak,NA,NA,49,3.23,0,2.31,0.76,Artifact,Weak,NA,NA,76,2.27,0,4.08,1.49,Compound,None,NA,NA,103,1.34,0,3.19,0.45,Compound,None,NA,NA,130,0.81,0,4.62,1.03,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,4.41,0,7.25,2.18,Compound,None,NA,NA,50,3.21,0,3.34,1.44,Artifact,Weak,NA,NA,77,2.23,0.1,2.43,1.68,Compound,None,NA,NA,104,1.33,0,1.5,0.17,Compound,Weak,NA,NA,131,0.07,0,2.21,1.05,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,4.4,0,3.97,0.48,Compound,None,NA,NA,51,3.2,0,1.72,0.39,Artifact,Weak,NA,NA,78,2.21,0.1,2.08,2.95,Compound,None,NA,NA,105,1.32,0,3.16,1.12,Compound,None,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,4.13,0,6.49,0.37,Artifact,Weak,NA,NA,52,3.2,0,2.59,0.47,Artifact,Weak,NA,NA,79,2.19,0.1,1.96,1.33,Compound,None,NA,NA,106,1.31,0,1.12,0.1,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,3.83,0,7.48,0.74,Artifact,Weak,NA,NA,53,3.19,0,2,0.39,Artifact,Weak,NA,NA,80,2.18,0,11.09,3.29,Compound,None,NA,NA,107,1.3,0,3.55,1.47,Compound,None,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//34.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
